date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1990-01-25,61.0,5.0095,2.2095,3.4469998,-0.021485329,-3.5134308,-1.3685708,0,0,14.099999,14.099999,0.0,16.0,26.983194,52.92,191.67813,1.89,0.46173233
1990-01-26,73.0,2.9095001,-1.2405,1.32825,-1.1382074,-5.072142,-2.374431,0,0,2.7000003,1.8000002,0.63,7.0,14.154915,28.44,217.7901,5.43,0.6177272
1990-01-27,75.0,3.7595,-1.0905,1.8615834,-0.4334426,-5.1945505,-2.9386384,0,0,19.499998,11.500001,5.6000004,15.0,29.301876,53.28,179.29848,2.75,0.2608586
1990-01-28,73.0,4.5095,1.5095,3.1636665,0.6200433,-3.6838253,-1.6687974,0,0,20.800003,20.500004,0.21000001,21.0,34.3833,69.479996,172.81885,2.38,0.23896529
1990-01-29,73.0,3.3095,1.1595,2.1511667,-1.0397582,-4.282236,-2.4340482,0,0,9.299999,4.5,3.36,10.0,23.491207,45.0,161.56497,2.64,0.54096144
1990-01-30,73.0,3.3595,-0.2405,1.6095,0.9381037,-4.679356,-1.8156104,0,0,5.0,3.2,1.26,12.0,14.934577,29.16,145.61963,4.87,0.5236868
1990-01-31,73.0,-0.5905,-4.5405,-1.4113331,-4.1106634,-8.85781,-6.3097363,0,0,7.7999997,0.7999999,4.9700003,12.0,23.4,46.44,70.05499,2.22,0.50581384
1990-02-01,73.0,3.6095,-1.0405,1.147,0.6701102,-6.450029,-2.8441212,0,0,10.7,6.0000005,3.29,19.0,19.61587,42.839996,141.93007,4.49,0.41564453
1990-02-02,61.0,5.2595,1.7095001,4.030333,0.20584297,-2.3289323,-0.9200967,0,0,23.599998,23.599998,0.0,24.0,35.50155,55.44,157.20242,0.88,0.1907143
1990-02-03,61.0,5.4595,2.9595,4.5532503,2.4696617,-1.1560793,0.5107038,0,0,17.0,17.0,0.0,19.0,35.770668,67.32,167.28389,2.08,0.32479233
1990-02-04,55.0,4.3095,-0.6405,2.4553335,0.47014713,-4.6400037,-1.7264776,0,0,4.2,4.2,0.0,9.0,32.85678,59.039997,158.40573,4.95,0.48627466
1990-02-05,73.0,3.8595,1.5595,2.5845003,-0.31762743,-4.793728,-2.6529858,0,0,25.0,23.4,1.12,24.0,36.88551,72.36,167.59775,3.75,0.3611023
1990-02-06,73.0,1.6595,-1.1405,0.89700013,-2.3183942,-4.968298,-3.2922099,0,0,10.6,5.4999995,3.5700002,24.0,19.694992,37.44,176.83618,3.8,0.46474254
1990-02-07,75.0,2.1595001,-1.7405,0.23866664,-2.2643619,-6.4029427,-4.9036484,0,0,9.599999,1.7000003,5.53,14.0,30.500309,61.199997,178.31352,2.52,0.37244222
1990-02-08,71.0,2.3095,-1.1405,0.50533336,-0.5966921,-4.8140936,-2.8276024,0,0,0.4,0.2,0.14,4.0,13.5515,27.72,253.30116,3.52,0.46139732
1990-02-09,71.0,5.1595,0.009499997,2.9240835,0.9406452,-2.8391604,-0.8110637,0,0,22.199999,22.099998,0.07,24.0,22.881958,42.48,153.0893,0.8,0.1840731
1990-02-10,61.0,6.4095,5.4595,5.999083,2.8090067,1.2335591,1.987196,0,0,32.7,32.7,0.0,24.0,25.14852,45.719997,184.74577,0.59,0.16162062
1990-02-11,53.0,6.7595,0.2595,3.7678337,1.9915142,-4.7287,-1.438458,0,0,6.3999996,6.3999996,0.0,11.0,26.554728,57.6,231.28528,7.1,1.1812268
1990-02-12,71.0,1.2095001,-2.2405,-0.53216654,-2.0125024,-6.1248503,-4.4261575,0,0,0.1,0.0,0.14,1.0,13.493999,26.28,278.1007,7.54,0.879942
1990-02-13,0.0,-0.1905,-5.6905,-2.492583,-5.04595,-11.500513,-7.600395,0,0,0.0,0.0,0.0,0.0,16.704155,38.88,29.336294,11.08,1.3146679
1990-02-14,73.0,-2.1905,-4.8905,-3.1884165,-6.0763726,-9.333965,-7.7850266,0,0,2.8000002,0.0,2.17,7.0,15.725037,32.760002,119.72266,4.9,0.6474392
1990-02-15,75.0,0.9095,-3.2405,-1.3946666,-3.0081773,-8.362694,-5.850424,0,0,11.099999,1.3000002,6.86,24.0,15.827721,33.839996,112.56445,6.24,0.57572484
1990-02-16,71.0,-0.6405,-4.9405,-2.0988333,-5.3942103,-11.552737,-7.985277,0,0,2.6999996,0.1,2.1000004,18.0,22.148046,45.36,51.904343,6.36,1.1217254
1990-02-17,3.0,-0.5905,-9.290501,-4.925916,-5.2375436,-15.778637,-10.611047,0,0,0.0,0.0,0.0,0.0,22.915916,43.92,33.40691,11.97,1.1051828
1990-02-18,0.0,1.2095001,-3.6905,-1.5196666,-2.4634018,-8.19512,-5.626207,0,0,0.0,0.0,0.0,0.0,10.739832,15.119999,31.964127,11.86,1.1440868
1990-02-19,73.0,2.0595,-2.9905,0.03033335,-0.81714606,-7.7537894,-3.755729,0,0,1.4000001,0.8,0.42000002,4.0,11.885453,21.599998,56.272346,6.8,0.866898
1990-02-20,75.0,3.9095001,0.9095,2.3115833,0.14970303,-3.125711,-1.5079802,0,0,19.800001,10.299999,6.6499996,19.0,17.698677,34.92,139.58075,3.1,0.36431706
1990-02-21,3.0,6.1095,1.9095001,3.9928339,4.1407337,-0.94663715,1.6003975,0,0,0.0,0.0,0.0,0.0,8.287822,14.759999,163.55438,6.49,0.68615687
1990-02-22,2.0,5.3095,0.10949999,2.7865837,2.5771627,-2.7091787,0.020857295,0,0,0.0,0.0,0.0,0.0,9.659814,17.28,344.72943,11.31,1.0417496
1990-02-23,3.0,9.2595,-0.0905,3.8011665,7.237056,-3.0512052,1.2817589,0,0,0.0,0.0,0.0,0.0,5.904439,11.879999,72.582016,11.59,1.3040723
1990-02-24,53.0,8.459499,2.6595001,5.455333,7.073247,0.026321411,3.4892867,0,0,2.3,2.3,0.0,8.0,8.049845,12.959999,69.16084,4.55,0.6319996
1990-02-25,3.0,6.5095,1.7095001,4.555333,3.97293,-1.0940323,2.1658647,0,0,0.0,0.0,0.0,0.0,9.585739,18.359999,314.11087,9.84,0.99607307
1990-02-26,0.0,10.5095,0.3095,4.1532497,7.533983,-3.2280002,0.9229002,0,0,0.0,0.0,0.0,0.0,11.384199,24.119999,5.4064546,13.22,1.513378
1990-02-27,0.0,12.0095,0.40949997,5.0136666,9.47086,-3.5682094,1.6098906,0,0,0.0,0.0,0.0,0.0,13.324863,23.4,35.292587,13.75,1.7144136
1990-02-28,1.0,12.0595,0.2595,4.9761667,9.861227,-2.9234295,2.0329564,0,0,0.0,0.0,0.0,0.0,8.942214,15.84,31.87013,14.18,1.7249566
1990-03-01,1.0,12.0595,-0.3905,4.572,9.850898,-3.8935812,1.7129698,0,0,0.0,0.0,0.0,0.0,7.5942082,12.599999,16.045853,14.34,1.7478112
1990-03-02,1.0,12.0595,-1.2405,4.4428334,9.916995,-4.7509375,1.6369122,0,0,0.0,0.0,0.0,0.0,6.4096174,12.599999,22.864527,14.34,1.7529953
1990-03-03,53.0,9.7595,1.0595,4.9574165,7.032835,-2.6872349,1.892952,0,0,1.2,1.2,0.0,4.0,12.88981,28.8,106.03999,10.9,1.316568
1990-03-04,51.0,10.709499,3.6595001,6.3053327,9.124391,0.82656384,3.9360216,0,0,1.7,1.7,0.0,8.0,10.495713,22.68,58.172573,11.29,1.3796575
1990-03-05,53.0,8.8595,0.9595001,5.7095,6.2951603,-1.9912286,3.304243,0,0,1.9000001,1.9000001,0.0,6.0,10.538843,26.64,154.23628,9.32,1.064026
1990-03-06,61.0,7.0595,3.1595001,5.46575,4.8548756,-0.20763016,2.3472147,0,0,22.200003,22.200003,0.0,24.0,20.63023,34.56,147.15288,3.3,0.5110723
1990-03-07,61.0,6.0095,2.1095,4.0136666,3.8339157,-1.7570705,0.9971421,0,0,28.499996,28.499996,0.0,23.0,13.551501,31.319998,186.34012,1.06,0.2761838
1990-03-08,73.0,4.5095,-0.14050001,1.8928332,-0.38396335,-4.3315344,-2.3045805,0,0,4.7000003,3.4000003,0.9100001,13.0,19.914217,42.839996,169.66968,8.0,0.81890416
1990-03-09,73.0,4.3095,1.3595,2.9053335,-0.77981377,-2.9461155,-1.8081306,0,0,22.300001,21.2,0.77000004,23.0,28.660158,46.079998,122.1782,1.84,0.32835412
1990-03-10,61.0,6.5595,0.35950002,4.0261674,2.9753294,-2.8343973,0.2692877,0,0,6.2999988,6.2999988,0.0,13.0,27.897097,54.719997,188.98755,12.32,1.2773997
1990-03-11,51.0,6.2595,0.40949997,2.9449165,2.931137,-2.887957,-0.07754693,0,0,0.70000005,0.70000005,0.0,5.0,10.685391,24.84,340.97424,13.68,1.4282283
1990-03-12,2.0,6.5095,-1.9405,3.07825,3.525526,-4.800673,0.36979434,0,0,0.0,0.0,0.0,0.0,8.225035,19.8,147.6927,14.49,1.501582
1990-03-13,61.0,7.6095,0.009499997,3.169917,2.7731256,-3.7400286,-0.9765355,0,0,5.8,5.8,0.0,7.0,24.75638,42.839996,118.5835,9.97,1.288277
1990-03-14,55.0,8.2595,2.9095001,5.1594996,6.416091,-1.2438867,2.3354266,0,0,10.100001,10.100001,0.0,21.0,17.0763,39.96,137.38902,7.68,0.9537485
1990-03-15,3.0,10.3595,2.4595,6.1720004,8.357999,-0.17908621,3.787835,0,0,0.0,0.0,0.0,0.0,7.5942073,16.199999,40.601215,13.24,1.6485475
1990-03-16,3.0,12.659499,4.4595,7.9199166,10.691482,1.5343876,5.6036973,0,0,0.0,0.0,0.0,0.0,8.350138,18.0,349.76978,9.25,1.3884938
1990-03-17,61.0,10.209499,6.2095,7.8303323,8.214436,3.4359164,5.6666965,0,0,10.6,10.6,0.0,18.0,10.966713,27.0,69.25589,5.19,0.82282037
1990-03-18,61.0,12.459499,4.3595,7.876167,11.167519,2.2643113,6.106201,0,0,7.5,7.5,0.0,13.0,7.5685663,18.72,34.676464,11.79,1.6296775
1990-03-19,55.0,10.1095,4.1595,7.0657487,8.622455,1.9781651,5.3046722,0,0,7.7999997,7.7999997,0.0,15.0,5.991594,19.08,110.449684,8.07,1.13884
1990-03-20,55.0,10.8095,4.6095,7.6199164,9.578869,2.7248302,5.8438087,0,0,10.700001,10.700001,0.0,20.0,10.00256,26.28,140.47276,10.92,1.3496552
1990-03-21,51.0,11.409499,1.1595,6.09075,9.918053,-1.4436369,4.030991,0,0,0.1,0.1,0.0,1.0,8.089993,18.72,343.8928,15.24,1.9572557
1990-03-22,73.0,6.6095,3.4095001,5.3553333,3.5222402,-1.4978669,0.3315452,0,0,5.5,2.6,2.03,10.0,29.237675,57.6,44.681377,4.57,1.5365821
1990-03-23,71.0,9.0595,2.3095,5.2574167,5.915492,-1.5681677,1.6699816,0,0,1.0,0.8,0.14,4.0,15.379206,31.68,16.690363,16.35,2.1391947
1990-03-24,0.0,10.659499,-1.0905,4.8095,7.1812353,-5.5892806,1.0360359,0,0,0.0,0.0,0.0,0.0,15.30741,34.2,30.5601,19.7,2.4458039
1990-03-25,1.0,11.409499,0.20949998,5.8636665,9.399559,-3.378177,3.035546,0,0,0.0,0.0,0.0,0.0,8.435069,16.56,1.0447779,17.34,2.2387345
1990-03-26,1.0,11.3095,1.5595,6.5344987,9.388113,-1.1619716,4.150066,0,0,0.0,0.0,0.0,0.0,6.5693827,18.72,320.46384,19.27,2.3746216
1990-03-27,1.0,14.159499,0.60950005,7.4324164,12.4026985,-2.311725,4.920198,0,0,0.0,0.0,0.0,0.0,11.753876,23.4,342.23782,19.67,2.6884909
1990-03-28,1.0,14.8595,4.3595,9.188667,13.807039,1.0508118,6.9154286,0,0,0.0,0.0,0.0,0.0,9.565437,16.919998,16.001184,18.72,2.6637588
1990-03-29,1.0,12.8595,2.0595,8.101167,11.448742,-0.6579428,6.066404,0,0,0.0,0.0,0.0,0.0,6.9153743,15.84,182.20256,17.36,2.3079576
1990-03-30,3.0,12.3595,3.6595001,8.06575,10.761465,1.4875336,6.3315253,0,0,0.0,0.0,0.0,0.0,6.5693827,19.44,152.9692,14.17,1.8574101
1990-03-31,51.0,12.5595,6.0095,9.17825,11.506836,4.41436,8.015586,0,0,0.3,0.3,0.0,3.0,5.506941,13.679999,329.3003,10.84,1.5527159
1990-04-01,51.0,14.6095,4.7595,9.769916,13.569273,2.6670046,8.219252,0,0,0.2,0.2,0.0,2.0,10.787993,26.28,170.44838,16.41,2.2730706
1990-04-02,3.0,12.659499,5.3095,9.236584,10.744535,3.41469,7.527985,0,0,0.0,0.0,0.0,0.0,8.311245,20.880001,177.3479,15.36,2.0054288
1990-04-03,3.0,13.5595,4.6595,8.844916,12.369453,2.1949024,6.81468,0,0,0.0,0.0,0.0,0.0,10.883676,23.4,345.23077,19.97,2.6472163
1990-04-04,1.0,15.9595,4.1595,9.92825,14.940201,1.6579576,7.9210763,0,0,0.0,0.0,0.0,0.0,11.298495,23.039999,315.71732,21.73,3.1114488
1990-04-05,1.0,15.6095,4.3595,10.157417,14.747784,2.2493925,8.491923,0,0,0.0,0.0,0.0,0.0,8.647496,19.8,295.3673,21.9,3.0881503
1990-04-06,0.0,15.8595,3.5595,10.111584,15.128092,1.2175007,8.468439,0,0,0.0,0.0,0.0,0.0,8.759178,20.16,282.30273,21.98,3.131296
1990-04-07,0.0,14.8595,3.4095001,9.771998,14.140709,0.8701272,7.9746213,0,0,0.0,0.0,0.0,0.0,12.57426,24.84,167.04549,21.92,2.9863007
1990-04-08,3.0,9.7595,5.7095,7.824083,7.038864,3.2931585,5.349899,0,0,0.0,0.0,0.0,0.0,15.273505,32.399998,165.35474,8.95,1.2257637
1990-04-09,3.0,11.8595,5.6095,8.705333,9.93946,3.6506658,6.5017905,0,0,0.0,0.0,0.0,0.0,13.237038,20.16,68.78439,12.1,1.8884112
1990-04-10,51.0,17.459501,6.6095,11.834499,14.810513,2.9608974,8.883883,0,0,0.3,0.3,0.0,1.0,12.984975,29.88,43.696835,17.53,3.1379554
1990-04-11,61.0,12.7595,7.2595,10.626167,11.788528,5.2372694,8.862014,0,0,12.8,12.8,0.0,17.0,10.483357,25.919998,150.67159,10.75,1.6121199
1990-04-12,53.0,12.3095,6.5095,9.47825,11.275922,4.960799,8.1068535,0,0,2.1999998,2.1999998,0.0,9.0,7.5685663,19.44,167.89171,13.55,1.8397133
1990-04-13,53.0,11.5095,8.0595,9.542834,10.685565,6.25926,8.246844,0,0,4.6,4.6,0.0,12.0,6.489992,18.0,66.11873,6.32,0.9851728
1990-04-14,3.0,15.709499,5.6095,10.809499,15.186604,3.5531015,9.301466,0,0,0.0,0.0,0.0,0.0,9.3669195,20.519999,332.11307,20.82,2.9715812
1990-04-15,2.0,19.3095,8.0095,13.422002,19.208097,5.8056507,11.935268,0,0,0.0,0.0,0.0,0.0,10.636766,19.8,348.05093,22.06,3.584286
1990-04-16,2.0,21.7595,10.409499,15.626167,20.795176,8.206262,14.264679,0,0,0.0,0.0,0.0,0.0,7.7879906,21.96,23.288776,18.45,3.3607855
1990-04-17,55.0,16.1095,10.159499,12.678248,14.221075,8.348763,10.916501,0,0,4.2999997,4.2999997,0.0,6.0,15.379206,32.760002,179.84195,14.95,2.255014
1990-04-18,3.0,11.659499,7.7595,9.803249,9.779293,5.7683706,7.9142857,0,0,0.0,0.0,0.0,0.0,11.620809,27.359999,168.94202,11.8,1.6714038
1990-04-19,61.0,11.5595,8.409499,10.065749,11.140205,6.883196,9.039025,0,0,12.8,12.8,0.0,20.0,8.049845,15.4800005,80.45408,3.89,0.7029734
1990-04-20,51.0,14.409499,9.409499,11.6553335,13.450018,7.9861383,10.512561,0,0,1.5000001,1.5000001,0.0,8.0,11.874544,26.28,172.4152,16.15,2.3130443
1990-04-21,3.0,12.909499,8.459499,10.697,10.700376,6.5094175,8.677127,0,0,0.0,0.0,0.0,0.0,11.966953,30.239998,177.71771,15.43,2.1804237
1990-04-22,61.0,12.3095,8.5095,10.003249,10.73978,6.7899427,8.573531,0,0,12.200001,12.200001,0.0,24.0,10.464797,27.359999,108.52361,8.47,1.2796235
1990-04-23,61.0,11.8595,8.7595,9.713666,10.341661,6.1612406,7.6896057,0,0,24.300001,24.300001,0.0,24.0,17.373497,29.519999,161.73877,7.33,0.99372816
1990-04-24,53.0,11.7595,6.8095,9.028251,9.212053,3.9003162,6.175078,0,0,2.9,2.9,0.0,7.0,18.278645,34.56,200.90411,21.38,2.705171
1990-04-25,61.0,11.3095,5.7095,8.315751,7.8619823,2.0112991,5.1679344,0,0,18.3,18.3,0.0,21.0,19.35314,40.68,183.67613,12.57,1.6585339
1990-04-26,51.0,10.5095,6.4595,8.3595,7.0062733,2.9720702,4.935414,0,0,2.7,2.7,0.0,14.0,16.854767,36.36,198.98233,16.33,2.3123596
1990-04-27,61.0,7.1095,4.8095,6.3011665,4.621814,2.2236419,3.9148982,0,0,12.8,12.8,0.0,20.0,11.4862,27.72,164.48572,7.33,0.91214687
1990-04-28,51.0,11.459499,4.1595,7.9428334,9.641405,1.5205064,5.707501,0,0,1.0,1.0,0.0,5.0,8.39657,22.68,228.70473,20.67,2.67856
1990-04-29,1.0,13.159499,3.3595,8.899082,12.859301,0.9460535,7.0358787,0,0,0.0,0.0,0.0,0.0,14.372974,30.960001,318.51205,24.48,3.380284
1990-04-30,2.0,14.409499,2.6095,9.82825,14.110964,-0.12817526,8.013637,0,0,0.0,0.0,0.0,0.0,8.39657,20.16,173.29025,26.1,3.6311626
1990-05-01,53.0,12.8095,8.409499,10.644917,10.974764,6.233982,8.791865,0,0,0.6,0.6,0.0,1.0,11.570515,26.64,153.49028,11.96,1.8076249
1990-05-02,51.0,15.0595,9.659499,12.146999,14.488216,8.701305,11.217275,0,0,0.8,0.8,0.0,5.0,9.021574,20.16,181.68462,16.25,2.4051275
1990-05-03,2.0,16.7595,8.459499,12.844916,16.8424,7.3664904,12.150589,0,0,0.0,0.0,0.0,0.0,7.289445,17.64,179.63509,22.32,3.2802417
1990-05-04,1.0,21.5095,7.5595,15.41575,22.238758,5.985367,15.080262,0,0,0.0,0.0,0.0,0.0,6.9527545,18.0,332.8298,25.35,4.181821
1990-05-05,51.0,20.5095,8.909499,14.484497,20.116673,4.966568,12.464129,0,0,0.2,0.2,0.0,1.0,25.812277,52.56,221.26375,23.42,3.955056
1990-05-06,55.0,11.5595,6.8595,9.0095005,8.320553,3.1386757,5.3806863,0,0,1.6,1.6,0.0,2.0,17.974781,37.44,237.97472,21.0,3.0794978
1990-05-07,51.0,12.5095,6.6095,9.39075,11.45392,3.3469658,6.668354,0,0,0.8000001,0.8000001,0.0,4.0,12.096214,25.919998,235.20695,21.97,3.1657798
1990-05-08,2.0,14.1095,5.6095,10.319917,13.239519,3.1008058,8.55074,0,0,0.0,0.0,0.0,0.0,9.1641035,20.16,158.04251,24.45,3.3203843
1990-05-09,1.0,16.7595,5.7595,12.07825,16.331594,3.840148,10.918172,0,0,0.0,0.0,0.0,0.0,8.669949,23.039999,257.17126,26.73,3.9385262
1990-05-10,1.0,16.1595,6.6095,12.621999,15.632446,4.823138,11.317535,0,0,0.0,0.0,0.0,0.0,12.43434,27.0,184.47311,25.27,3.6677752
1990-05-11,51.0,13.3095,9.1095,11.221999,11.623217,7.306423,9.2356,0,0,0.2,0.2,0.0,2.0,14.471821,30.960001,180.33751,17.92,2.4011416
1990-05-12,51.0,13.709499,8.0595,10.75325,12.043428,6.3116446,8.784675,0,0,0.1,0.1,0.0,1.0,13.5515,31.319998,174.92268,18.77,2.6197283
1990-05-13,53.0,11.5595,8.2595,9.651167,9.167493,5.5636578,7.2254868,0,0,4.4000006,4.4000006,0.0,12.0,14.917212,31.68,179.61026,15.39,1.9683136
1990-05-14,51.0,14.7595,6.3595,10.69075,12.94804,4.6046104,8.960422,0,0,0.1,0.1,0.0,1.0,11.177405,26.28,189.87135,20.11,2.88018
1990-05-15,51.0,13.909499,8.1095,11.007416,12.5314865,6.3451605,9.077838,0,0,0.1,0.1,0.0,1.0,13.202726,29.519999,171.27777,18.56,2.625723
1990-05-16,3.0,15.0095,8.5595,11.81575,14.008066,6.9349957,10.343622,0,0,0.0,0.0,0.0,0.0,11.384198,25.56,178.59303,21.44,3.1336675
1990-05-17,2.0,14.6095,7.7595,11.857415,12.894072,6.6761503,10.334767,0,0,0.0,0.0,0.0,0.0,12.245293,31.319998,188.05789,21.76,2.9652536
1990-05-18,51.0,13.459499,8.2595,10.61575,11.140863,6.4596186,8.574011,0,0,0.8,0.8,0.0,6.0,14.77755,36.36,176.01915,17.04,2.2518146
1990-05-19,3.0,14.659499,9.409499,11.830333,12.82884,7.9451923,9.965095,0,0,0.0,0.0,0.0,0.0,11.570515,28.08,149.66652,21.71,3.128022
1990-05-20,61.0,12.459499,8.709499,10.899083,10.440339,6.6092014,8.605914,0,0,13.900001,13.900001,0.0,20.0,18.671474,37.8,153.14102,15.0,2.0944521
1990-05-21,55.0,16.6095,8.159499,12.034499,15.018154,6.13976,10.142287,0,0,2.2000003,2.2000003,0.0,8.0,15.978484,34.56,89.51136,16.74,2.704189
1990-05-22,53.0,15.5095,10.3595,13.026165,16.312555,8.788086,11.9896,0,0,3.4999995,3.4999995,0.0,13.0,17.709658,33.839996,150.3617,21.22,3.2355952
1990-05-23,51.0,14.3595,7.9094996,11.951165,13.317829,6.871831,10.507839,0,0,0.3,0.3,0.0,2.0,12.218805,25.199999,212.56212,17.67,2.687549
1990-05-24,51.0,14.159499,8.659499,11.32825,11.597575,7.1518345,9.150308,0,0,0.6,0.6,0.0,4.0,13.363711,27.0,178.96011,15.63,2.423769
1990-05-25,3.0,13.7595,8.159499,11.142834,12.256525,6.244507,9.388533,0,0,0.0,0.0,0.0,0.0,9.826088,25.199999,171.12419,17.15,2.4779086
1990-05-26,53.0,18.7595,7.0095,13.465751,17.105381,4.4437895,11.821406,0,0,1.1,1.1,0.0,3.0,10.514218,20.519999,76.41512,18.8,3.1080189
1990-05-27,53.0,16.3095,11.2595,14.144916,16.540205,10.347518,14.068173,0,0,5.2999997,5.2999997,0.0,15.0,9.290511,16.919998,79.39417,7.76,1.3906293
1990-05-28,51.0,18.959501,10.709499,15.192833,18.624315,10.363431,14.761173,0,0,0.2,0.2,0.0,1.0,11.043261,24.48,236.10698,17.3,2.9258718
1990-05-29,51.0,15.209499,11.209499,13.242832,14.334951,9.317954,11.770257,0,0,0.5,0.5,0.0,3.0,12.783802,30.599998,166.4462,15.1,2.3071353
1990-05-30,51.0,18.459501,11.5095,14.803249,18.813362,10.241849,14.028,0,0,0.1,0.1,0.0,1.0,12.10157,26.28,148.60617,22.96,3.6691406
1990-05-31,61.0,13.3095,9.2595,11.0095,11.606293,6.67218,8.744622,0,0,16.300001,16.300001,0.0,18.0,20.316889,37.44,173.65309,9.61,1.4229239
1990-06-01,51.0,12.8095,9.7595,11.026166,11.263639,7.97544,9.301629,0,0,1.2,1.2,0.0,6.0,13.556282,27.0,170.17531,6.15,1.159043
